property_type,price_aprox_usd,surface_total_in_m2,borough,lat,lon
apartment,163328.09,,Cuauhtémoc,19.43072,-99.169627
apartment,104343.97,,Miguel Hidalgo,19.400249,-99.177444
house,237145.4,200.0,Cuajimalpa de Morelos,19.3792043,-99.2576155
apartment,187081.37,68.0,Benito Juárez,,
apartment,200682.34,0.0,Benito Juárez,21.1105772788,-86.8537859927
house,305654.07,210.0,Coyoacán,19.336828,-99.135239
apartment,179134.04,,Benito Juárez,19.394358,-99.177444
apartment,519594.1,285.0,Cuajimalpa de Morelos,19.392937,-99.263313
house,74719.44,,Benito Juárez,19.381407,-99.135302
house,471655.85,142.0,La Magdalena Contreras,19.312578,-99.236298
apartment,99530.03,0.0,Cuauhtémoc,19.4553585442,-99.1632923484
house,176499.72,,La Magdalena Contreras,19.317922,-99.236124
apartment,46100.67,91.0,Coyoacán,19.3331432,-99.1103398
apartment,73778.56,64.0,Coyoacán,19.3465713713,-99.1256495565
apartment,43202.91,,Venustiano Carranza,19.429916,-99.108826
apartment,395148.62,0.0,Miguel Hidalgo,,
apartment,25842.19,,Iztapalapa,19.38855,-99.055877
house,97034.43,,Álvaro Obregón,,
house,113503.05,,Álvaro Obregón,19.340847,-99.22491
apartment,55145.2,,Miguel Hidalgo,19.454332,-99.200287
house,1500000.0,7500.0,Benito Juárez,21.082655,-86.857162
apartment,168636.73,0.0,Tlalpan,19.2908179,-99.1348925
apartment,79048.46,97.0,Coyoacán,19.3161923743,-99.1214597227
apartment,44794.13,0.0,Álvaro Obregón,19.3850289,-99.1944048
apartment,255000.0,160.0,Playa del Carmen,20.6205688864,-87.0783920284
apartment,271399.73,0.0,Benito Juárez,21.1902642,-86.8198375
apartment,163103.33,,Cuauhtémoc,19.446829,-99.159454
house,262958.24,,Benito Juárez,19.40158,-99.15333
apartment,97750.97,,Benito Juárez,19.371132,-99.173156
apartment,129674.58,,Benito Juárez,19.383364,-99.168089
house,131716.2,,Iztapalapa,19.319344,-99.097025
apartment,670000.0,,Miguel Hidalgo,19.433077,-99.198212
apartment,3000000.0,0.0,Álvaro Obregón,19.3635891,-99.2785151
house,133648.06,,Iztacalco,19.378729,-99.131032
house,208334.0,206.0,Benito Juárez,20.9135219638,-86.8743252754
apartment,330000.0,0.0,Playa del Carmen,20.6359645986,-87.0631675422
apartment,242879.42,,Álvaro Obregón,,
apartment,86862.09,,Coyoacán,19.348122,-99.125716
apartment,310923.97,,Miguel Hidalgo,,
house,274034.68,,La Magdalena Contreras,19.304948,-99.237674
apartment,134382.39,135.0,Benito Juárez,21.139086,-86.84964
store,971685.0,176.0,Álvaro Obregón,19.3446502,-99.1884795
apartment,260000.0,,Benito Juárez,21.209139,-86.804112
house,179176.52,0.0,Solidaridad,20.63719,-87.089897
apartment,1475571.38,0.0,Miguel Hidalgo,19.420166,-99.220367
apartment,750782.39,,Miguel Hidalgo,23.634501,-102.552788
apartment,124403.22,,Azcapotzalco,19.47517,-99.152534
apartment,94045.37,,Azcapotzalco,19.472155,-99.161186
apartment,179134.04,0.0,Álvaro Obregón,19.3862785,-99.24329
apartment,79029.72,,Cuauhtémoc,19.404661,-99.133858
apartment,269500.0,,Solidaridad,20.631997,-87.072809
apartment,144624.39,,Azcapotzalco,19.469769,-99.157379
apartment,83876.88,,Gustavo A. Madero,19.519303,-99.136218
apartment,305968.27,,Cuajimalpa de Morelos,23.634501,-102.552788
house,246104.22,275.0,Coyoacán,19.3439785,-99.1248628
apartment,105397.95,79.0,Benito Juárez,19.3989090024,-99.1684146971
house,212431.9,,Tlalpan,19.272814,-99.16774
house,259000.0,140.0,Solidaridad,20.626583,-87.078659
house,134909.38,,Tlalpan,19.274141,-99.166374
apartment,62800.0,0.0,Solidaridad,20.6411904667,-87.0639681816
apartment,67664.12,66.0,Cuauhtémoc,19.4211791,-99.1412912
house,23182.05,0.0,Benito Juárez,21.151917,-86.899796
apartment,79029.72,,Benito Juárez,19.370046,-99.146155
house,58612.18,,Xochimilco,19.312653,-99.134107
apartment,179024.7,62.0,Benito Juárez,19.394358,-99.177444
house,150683.34,,Coyoacán,19.311361,-99.109672
house,1001429.06,579.0,Álvaro Obregón,19.3324656266,-99.2559626698
apartment,61641.52,,Benito Juárez,19.39942,-99.141673
apartment,53158.13,,Benito Juárez,19.399375,-99.149986
apartment,199500.0,,Playa del Carmen,20.636861,-87.068123
house,167529.84,,Benito Juárez,19.40158,-99.15333
house,347730.79,620.0,Benito Juárez,21.129547,-86.817017
apartment,53225.96,,Benito Juárez,19.391557,-99.180726
apartment,166001.78,,Benito Juárez,19.367025,-99.170349
apartment,39514.86,,Álvaro Obregón,19.386852,-99.194748
apartment,140000.0,0.0,Solidaridad,,
house,36309.59,,Solidaridad,,
apartment,167964.51,,Coyoacán,19.305561,-99.171219
house,843183.65,638.0,Miguel Hidalgo,19.401079,-99.24807
house,179134.04,,Xochimilco,19.279534,-99.111874
apartment,65952.94,,Azcapotzalco,19.479793,-99.186945
apartment,190000.0,146.0,Solidaridad,,
apartment,132606.61,,Benito Juárez,19.371321,-99.140985
apartment,55882.76,,Álvaro Obregón,19.368823,-99.224603
apartment,211237.81,,Álvaro Obregón,19.337447,-99.224257
house,71653.61,,Miguel Hidalgo,19.399689,-99.188522
house,366289.51,,Benito Juárez,,
house,5000000.0,,Miguel Hidalgo,19.398049,-99.252857
apartment,1450000.0,220.0,Miguel Hidalgo,,
apartment,216911.46,,Tabasco,23.634501,-102.552788
house,685086.71,316.0,Miguel Hidalgo,19.401079,-99.24807
apartment,104870.96,,Cuauhtémoc,19.428026,-99.14864
apartment,305968.27,,Cuajimalpa de Morelos,23.634501,-102.552788
apartment,36046.1,,Gustavo A. Madero,19.474285,-99.084981
apartment,36882.11,,Coyoacán,19.307417,-99.125191
apartment,162929.78,,Benito Juárez,19.39557,-99.132937
house,105397.95,0.0,Benito Juárez,21.0780931934,-86.8551635742
apartment,84482.77,,Benito Juárez,19.39868,-99.132459
apartment,750000.0,0.0,Miguel Hidalgo,,
apartment,421591.82,178.0,Miguel Hidalgo,19.401079,-99.24807
house,257900.33,,Coyoacán,19.346492,-99.126904
apartment,237089.17,100.0,Coyoacán,19.3115869,-99.1539178
house,950000.0,500.0,Benito Juárez,21.158964,-86.845937
apartment,44285.51,,Iztacalco,19.410307,-99.065399
apartment,50257.22,,Cuauhtémoc,19.440749,-99.141649
apartment,267399.71,,Benito Juárez,19.394358,-99.177444
apartment,196784.01,,Cuajimalpa de Morelos,,
apartment,37201.39,,Benito Juárez,23.634501,-102.552788
house,125393.83,,Gustavo A. Madero,19.462761,-99.09292
house,401295.34,,Álvaro Obregón,19.320576,-99.20929
apartment,21795.44,,Cuauhtémoc,19.45178,-99.15709
apartment,39514.86,,Miguel Hidalgo,19.452301,-99.207422
apartment,41727.69,,Iztapalapa,19.318989,-99.094437
apartment,901736.49,,Álvaro Obregón,19.353193,-99.182473
apartment,285824.17,,Cuauhtémoc,19.41498,-99.177444
apartment,121178.91,,Álvaro Obregón,19.331932,-99.246689
house,142499.34,,Azcapotzalco,19.464928,-99.180214
house,192305.66,,Iztapalapa,19.372453,-99.106977
apartment,61210.86,,Gustavo A. Madero,19.496491,-99.149702
apartment,44994.25,,Azcapotzalco,19.487517,-99.181718
apartment,104846.1,,Venustiano Carranza,19.406622,-99.124168
house,5000000.0,2000.0,Miguel Hidalgo,19.420166,-99.220367
apartment,96697.29,,Benito Juárez,19.371132,-99.173156
apartment,34193.52,,Venustiano Carranza,19.443592,-99.121407
apartment,79029.72,,Venustiano Carranza,19.428152,-99.106194
apartment,27192.67,,Cuauhtémoc,19.439858,-99.150241
apartment,34246.21,0.0,Iztapalapa,19.325848,-99.075081
house,31655.09,,Gustavo A. Madero,19.520214,-99.135933
house,68492.42,,Coyoacán,19.343424,-99.135933
house,266224.8,,Coyoacán,19.35231,-99.1579
apartment,26870.1,,Cuauhtémoc,19.448311,-99.157021
apartment,940500.0,165.0,Miguel Hidalgo,19.432609,-99.1941739
house,550000.0,177.0,Benito Juárez,21.129547,-86.817017
house,630000.0,383.0,Benito Juárez,21.0726471197,-86.7848682404
apartment,98810.58,,Tlalpan,19.2660749,-99.2284223
house,270000.0,0.0,Solidaridad,20.6376840173,-87.0701050758
apartment,84157.85,,Álvaro Obregón,19.341176,-99.217558
house,2600000.0,1500.0,Solidaridad,20.4970160291,-87.2320127097
apartment,156958.3,,Álvaro Obregón,19.341894,-99.224525
house,47270.98,160.0,Benito Juárez,21.1336637649,-86.855764389
apartment,30417.64,,Iztapalapa,19.342342,-99.026005
apartment,130135.61,,Tlalpan,19.284672,-99.220367
house,237089.17,,Benito Juárez,19.376541,-99.180214
apartment,82450.34,,Gustavo A. Madero,19.452751,-99.056419
apartment,417678.68,,Miguel Hidalgo,19.444649,-99.20299
apartment,26349.48,,Tláhuac,19.289772,-99.05598
apartment,37049.13,,Xochimilco,,
apartment,25868.48,,Cuauhtémoc,19.45178,-99.15709
apartment,30031.29,,Tláhuac,19.291981,-99.041115
apartment,38819.4,,Cuauhtémoc,19.448187,-99.161176
apartment,115559.0,,Álvaro Obregón,19.351637,-99.248382
house,1364903.53,1300.0,Álvaro Obregón,,
apartment,176584.01,0.0,Álvaro Obregón,19.3427189674,-99.2225289345
house,1317162.09,5400.0,Tlalpan,19.2790911,-99.2114234
apartment,148094.96,,Álvaro Obregón,19.335033,-99.200347
house,155461.98,3400.0,Benito Juárez,21.1195528927,-86.8388986588
apartment,131716.2,,Benito Juárez,19.364891,-99.148384
house,89588.26,168.0,Solidaridad,,
apartment,116279.06,,Benito Juárez,19.37497,-99.142617
house,91696.22,,Azcapotzalco,19.49317,-99.211736
house,77712.56,,Benito Juárez,21.146192,-86.852585
apartment,39285.78,,Iztacalco,23.634501,-102.552788
house,169334.35,98.0,Iztapalapa,19.3255545,-99.0960013
apartment,79029.72,,Venustiano Carranza,19.428152,-99.106194
house,41122.22,,La Magdalena Contreras,19.272198,-99.220178
house,1454491.79,500.0,Álvaro Obregón,19.3605334,-99.2267067
apartment,337193.49,,Cuajimalpa de Morelos,19.355751,-99.299347
house,1317474.45,750.0,Álvaro Obregón,,
apartment,168122.56,,Benito Juárez,19.394358,-99.177444
house,395148.62,,Benito Juárez,19.360827,-99.169135
house,1844026.93,1000.0,Álvaro Obregón,19.3172892334,-99.2037963867
apartment,275000.0,86.0,Solidaridad,,
house,1090610.21,,Álvaro Obregón,,
apartment,192305.66,,Benito Juárez,19.368544,-99.163605
apartment,352999.44,,Álvaro Obregón,19.339581,-99.197517
house,159113.18,,Gustavo A. Madero,19.473623,-99.124863
apartment,70728.45,,Cuauhtémoc,19.41263,-99.155464
house,106690.12,155.0,Cuajimalpa de Morelos,19.3451338989,-99.2793830484
apartment,51316.63,,Cuauhtémoc,,
house,232347.39,,Xochimilco,19.237345,-99.092361
apartment,432029.16,,Tlalpan,19.299785,-99.197479
apartment,98787.15,,Cuauhtémoc,19.431756,-99.161923
apartment,62711.78,,Gustavo A. Madero,19.47963,-99.093286
apartment,156444.61,,Cuauhtémoc,19.405298,-99.164986
house,385138.19,,Benito Juárez,19.395511,-99.184236
apartment,54688.57,,Iztacalco,19.422243,-99.127305
apartment,231562.26,94.0,Álvaro Obregón,19.340691,-99.1906718
house,142516.93,205.0,Tlalpan,19.3012595996,-99.1406226531
apartment,68492.42,,Tlalpan,19.287188,-99.170525
apartment,45848.11,,Coyoacán,,
house,397877.28,391.0,Álvaro Obregón,,
apartment,147557.13,0.0,Cuajimalpa de Morelos,19.3499358,-99.2906864
apartment,85390.61,,Cuauhtémoc,19.413992,-99.138695
apartment,37481.16,,Gustavo A. Madero,19.496639,-99.150459
apartment,81196.95,,Álvaro Obregón,19.377671,-99.2222662
apartment,51644.99,0.0,Solidaridad,,
apartment,97751.02,,Benito Juárez,,
house,521561.78,115.0,Coyoacán,19.3455921,-99.1484149
house,105397.95,153.0,Venustiano Carranza,19.414261,-99.104118
house,869533.13,,Álvaro Obregón,19.351912,-99.190111
apartment,77712.56,,Iztacalco,19.396727,-99.115875
apartment,423933.76,,Cuajimalpa de Morelos,19.383823,-99.254311
apartment,205526.01,,Cuauhtémoc,19.408697,-99.181012
apartment,189716.32,,Benito Juárez,19.384533,-99.183172
apartment,778418.93,165.0,Miguel Hidalgo,19.437185,-99.2031466
house,237089.17,,Azcapotzalco,19.456855,-99.137072
apartment,27825.06,,Iztapalapa,19.29292,-99.064874
apartment,97891.48,,Álvaro Obregón,19.387209,-99.222038
apartment,1575699.44,257.0,Miguel Hidalgo,,
apartment,60589.45,,Cuauhtémoc,,
apartment,123000.0,,Solidaridad,20.631419,-87.072075
house,960000.0,271.0,Benito Juárez,,
apartment,131747.44,,Benito Juárez,19.381097,-99.157704
apartment,189000.0,140.0,Solidaridad,20.613375,-87.089897
apartment,63171.09,,Azcapotzalco,,
house,1350000.0,600.0,Benito Juárez,20.9168692821,-86.8454360979
house,50727.6,,Miguel Hidalgo,19.397061,-99.184722
apartment,74305.55,,Cuauhtémoc,19.457911,-99.144234
house,192825.56,200.0,Tlalpan,19.2902569,-99.1135805
apartment,1127870.0,,Miguel Hidalgo,,
apartment,2800000.0,0.0,Cuajimalpa de Morelos,19.390415,-99.254997
apartment,273969.71,60.0,Miguel Hidalgo,19.4336394,-99.1871364
apartment,142253.5,,Cuauhtémoc,19.438292,-99.166694
apartment,490000.0,0.0,Playa del Carmen,20.6354094603,-87.0653886794
apartment,161032.26,,Benito Juárez,19.380747,-99.155304
house,156689.6,,La Magdalena Contreras,19.312719,-99.260925
house,200208.63,450.0,Benito Juárez,21.161908,-86.8515279
apartment,32402.18,65.0,Venustiano Carranza,19.4261250552,-99.0606307983
apartment,75570.33,,Cuauhtémoc,19.422225,-99.167137
apartment,94022.66,,Benito Juárez,23.634501,-102.552788
house,421591.82,600.0,Xochimilco,19.2691183965,-99.127600193
apartment,53609.39,,Cuauhtémoc,19.446198,-99.139166
house,129112.49,,Iztapalapa,19.37147,-99.128683
house,233298.38,,Tlalpan,19.30303,-99.139239
apartment,370473.81,0.0,Cuauhtémoc,,
house,2500000.0,561.0,Cuajimalpa de Morelos,,
house,65505.14,,Gustavo A. Madero,19.478582,-99.070236
apartment,67069.89,,Benito Juárez,,
apartment,183989.47,,Benito Juárez,19.396018,-99.147827
apartment,132769.93,,Benito Juárez,19.366081,-99.139389
apartment,46469.47,,Álvaro Obregón,19.363542,-99.224084
apartment,68070.93,,Benito Juárez,19.375223,-99.182056
apartment,43350.43,,Venustiano Carranza,19.452728,-99.121779
apartment,600000.0,0.0,Solidaridad,,
apartment,258224.99,131.0,La Magdalena Contreras,,
apartment,40037.52,,Álvaro Obregón,19.365917,-99.196977
apartment,63238.77,60.0,Gustavo A. Madero,19.472979,-99.086487
house,305654.07,200.0,Coyoacán,19.307427366,-99.1170322895
apartment,55320.8,,Iztapalapa,19.337753,-99.030333
store,44836.93,,Cuauhtémoc,19.443334,-99.164903
apartment,87401.25,0.0,Benito Juárez,19.370152,-99.1897013
house,890000.0,250.0,Benito Juárez,21.1523698581,-86.7959263176
house,118924.04,,Iztapalapa,19.349662,-99.127676
apartment,168889.68,79.0,Benito Juárez,,
apartment,179745.2,,Benito Juárez,19.362511,-99.166374
apartment,87459.56,,Coyoacán,19.328705,-99.164986
apartment,160644.46,,Álvaro Obregón,19.386852,-99.194748
apartment,96416.26,,Álvaro Obregón,19.377369,-99.198052
apartment,360274.93,132.0,Benito Juárez,19.3934457,-99.1796926
apartment,76922.26,,Benito Juárez,19.365843,-99.149901
apartment,142253.5,,Benito Juárez,19.372684,-99.183678
house,79029.72,,Álvaro Obregón,19.366904,-99.227729
house,21295.65,0.0,Miguel Hidalgo,19.441147,-99.16983
house,131979.64,,Álvaro Obregón,,
house,366289.51,200.0,Benito Juárez,,
apartment,66014.21,,Coyoacán,19.334351,-99.11442
apartment,38206.75,,Benito Juárez,19.370272,-99.149127
house,71758.99,,Venustiano Carranza,19.436436,-99.117256
apartment,36889.28,0.0,Xochimilco,19.260945,-99.126069
apartment,108270.72,,Benito Juárez,19.375412,-99.144234
apartment,49722.34,0.0,Solidaridad,,
house,358353.05,625.0,Benito Juárez,,
apartment,252691.6,0.0,Benito Juárez,19.394073,-99.153915
apartment,214665.8,,Benito Juárez,19.400004,-99.16735
apartment,22128.32,,Iztapalapa,19.372583,-99.122275
apartment,287141.33,,Benito Juárez,19.390663,-99.161646
house,47376.38,98.0,Solidaridad,20.6782968051,-87.0539984107
house,205477.28,298.0,Benito Juárez,21.1414208697,-86.8268233538
apartment,38777.25,,Cuauhtémoc,19.407816,-99.129707
apartment,29962.59,,Azcapotzalco,19.458968,-99.152898
apartment,31619.38,,Gustavo A. Madero,19.519327,-99.152647
apartment,145000.0,88.0,Solidaridad,20.6167183342,-87.0924425125
house,137017.34,,Iztacalco,19.390572,-99.067607
apartment,44783.51,,Cuauhtémoc,19.412142,-99.146127
apartment,109518.7,,Cuajimalpa de Morelos,,
house,168636.73,246.0,Cuajimalpa de Morelos,19.366728,-99.293457
apartment,167016.15,,Benito Juárez,19.381729,-99.164986
house,79029.72,4900.0,Benito Juárez,21.129547,-86.817017
house,179344.79,,Benito Juárez,21.139727,-86.892488
apartment,1150000.0,212.0,Miguel Hidalgo,19.4368736,-99.1973268
apartment,135027.0,0.0,Benito Juárez,21.129547,-86.817017
apartment,57164.83,,Tlalpan,19.279682,-99.208766
house,159481.98,,Tlalpan,19.287188,-99.170525
house,104319.23,,Gustavo A. Madero,19.499457,-99.111937
apartment,79820.02,,Benito Juárez,19.386715,-99.143999
apartment,44214.44,,Benito Juárez,19.386385,-99.142736
apartment,605894.56,244.0,Benito Juárez,21.129547,-86.817017
apartment,85878.96,,Benito Juárez,19.396893,-99.152302
apartment,23492.37,,Iztacalco,19.395358,-99.068457
apartment,108007.29,,Benito Juárez,19.384037,-99.140704
apartment,50643.71,39.0,Iztapalapa,19.3626963,-99.1235565
apartment,500000.0,0.0,Benito Juárez,21.1652832513,-86.8136816022
house,110641.61,,Benito Juárez,19.378506,-99.185059
apartment,274496.58,,Miguel Hidalgo,19.443178,-99.20237
apartment,175551.36,,Benito Juárez,,
house,368805.38,,Álvaro Obregón,19.336897,-99.231082
apartment,59377.66,,Álvaro Obregón,19.367365,-99.220381
apartment,45837.24,,Cuauhtémoc,19.407816,-99.129707
apartment,849000.0,,Solidaridad,20.498807,-87.222553
apartment,195000.0,97.0,Solidaridad,20.6619222878,-87.0460585355
apartment,41842.98,,Miguel Hidalgo,19.449216,-99.175596
apartment,40392.93,,Coyoacán,19.324239,-99.117785
apartment,36088.81,,Benito Juárez,19.383044,-99.187798
house,289775.66,,Cuauhtémoc,19.398298,-99.12746
apartment,720000.0,250.0,Cuajimalpa de Morelos,19.3929373,-99.2633141
apartment,81683.41,,Coyoacán,19.348122,-99.125716
house,893247.67,800.0,Álvaro Obregón,19.3605334,-99.2267067
apartment,44161.74,,Benito Juárez,19.382649,-99.143384
apartment,48550.59,,Gustavo A. Madero,19.52589,-99.151703
apartment,232663.51,,Miguel Hidalgo,19.432657,-99.177444
house,25816.37,,Benito Juárez,21.131062,-86.883136
house,157569.94,160.0,Benito Juárez,21.161908,-86.8515279
apartment,71653.61,,Benito Juárez,19.391819,-99.188639
apartment,33192.48,,Cuauhtémoc,19.415142,-99.146848
house,948356.7,413.0,Tlalpan,19.27898,-99.165337
apartment,197621.16,0.0,Benito Juárez,21.1481685414,-86.8223842978
apartment,174181.71,,Benito Juárez,19.383952,-99.160229
apartment,150192.08,0.0,Benito Juárez,21.129547,-86.817017
apartment,283453.28,,Miguel Hidalgo,19.43475,-99.189814
apartment,142369.41,,Tlalpan,19.273622,-99.142541
house,421591.82,573.0,Gustavo A. Madero,,
house,242415.29,0.0,Miguel Hidalgo,19.432657,-99.177444
apartment,71975.74,119.0,Solidaridad,20.6543977622,-87.0861594379
house,1050000.0,705.0,Miguel Hidalgo,19.3970504,-99.2390458
apartment,46943.65,,Álvaro Obregón,19.359901,-99.189606
apartment,750000.0,370.0,Miguel Hidalgo,19.420166,-99.220367
apartment,630000.0,0.0,Miguel Hidalgo,,
apartment,163328.09,,Benito Juárez,19.380644,-99.179176
apartment,121829.49,,Cuauhtémoc,19.446829,-99.159454
apartment,995000.0,331.0,Miguel Hidalgo,,
apartment,94835.67,,Álvaro Obregón,19.366505,-99.222297
apartment,225450.73,,Álvaro Obregón,19.358585,-99.185753
apartment,163328.09,,Álvaro Obregón,19.340202,-99.257774
house,97767.14,,Coyoacán,,
house,108007.29,110.0,Benito Juárez,,
store,16863.67,163.0,Benito Juárez,21.192402,-86.834587
apartment,57955.13,49.0,Coyoacán,19.3324895,-99.1257361
house,1500000.0,650.0,Miguel Hidalgo,19.401079,-99.24807
house,434766.56,488.0,La Magdalena Contreras,,
house,177026.58,,Benito Juárez,19.359882,-99.156731
house,358268.08,300.0,Iztapalapa,,
apartment,220000.0,52.0,Benito Juárez,21.1318361824,-86.7476197332
store,75000.0,29.0,Cozumel,,
house,480000.0,750.0,Solidaridad,20.503029,-87.222649
apartment,192305.66,,Benito Juárez,19.363073,-99.158843
apartment,166489.28,,Benito Juárez,19.380937,-99.179545
house,31348.45,,Cancún,21.126358,-86.883545
apartment,289844.37,0.0,Cuauhtémoc,19.41498,-99.177444
house,90251.94,,Gustavo A. Madero,19.491513,-99.095052
apartment,53055.28,,Miguel Hidalgo,19.444233,-99.166078
apartment,76922.26,,Benito Juárez,23.634501,-102.552788
apartment,32560.24,,Iztapalapa,19.337874,-99.063453
apartment,136984.85,,Benito Juárez,19.372684,-99.183678
apartment,165000.0,72.0,Benito Juárez,21.1469919048,-86.7901524169
